number,fermat method,classical method
202044395015,52230.044,147254.31
202167619214,56766.088,145724.528
219690993770,52191.93,158629.166
196707242326,60887.48,142406.364
194507854395,63891.514,136647.382
204213427884,60064.888,143645.906
218282405430,52109.944,156344.628
192276283616,53655.144,141529.808
196932291664,57748.134,141740.044
208008892115,59956.394,145878.678
212295042887,58788.576,148076.238
210210490531,55854.904,149939.562
216394636370,56463.79,152742.542
200784819216,54356.212,144474.99
199328207337,56847.746,143759.684
202421563735,55355.262,144075.074
220343399560,55465.502,154747.54
211641364909,54588.164,149746.81
207547413350,57398.002,145553.158
213912138652,60273.93,148214.602
230149122638,53307.296,158664.292
208354030721,56238.508,147006.632
215510444409,61187.604,149753.248
214748136622,54974.654,151222.266
219907942511,55089.126,153174.016
205699709655,59273.202,143720.04
225420499987,61404.93,154134.534
209236036820,55102.68,147299.892
232838757491,56149.698,160028.826
212808516943,58922.828,150955.41
231015821695,55215.336,157514.22
196377935610,59759.866,140863.108
219523163436,60201.338,149602.514
209577854506,60520.914,146912.906
210220388672,63646.244,146428.486
227960318470,55966.626,156524.808
205791448887,59105.306,144707.084
223776538129,57424.108,154016.572
212898599738,61198.954,149552.948
212407198824,56226.31,149522.762
226070674856,56601.132,154826.682
221718166920,61796.02,152242.994
202579142153,60390.706,142879.618
230190383199,52337.696,157818.57
223608462930,57460.51,152401.616
214505027922,53401.914,151498.062
195486554076,62352.698,138537.018
216979372763,62276.042,147302.568
213137238915,61448.992,146418.714
222265492880,64356.084,150894.238
229120485584,66082.578,154083.622
219913339761,67294.832,149719.83
228845311239,59038.788,155491.018
220165115790,59822.602,150580.574
213132438521,58322.776,148019.092
223711720599,64356.768,150553.358
219154705873,66646.962,150531.858
247782856423,57397.07,163970.846
230899694850,59328.664,157697.222
228812517238,61614.626,153260.292
228709235147,52859.028,157357.502
218095066669,70481.436,143579.628
